,client-address,client-guid,request-time,service-guid,retries-request,packets-requested,packets-serviced,max-hole-size
279,110.212.246.146,6777ca16-4c2d-4346-ab55-67662619b845,1467151037.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,8,3,11,9
613,60.130.118.153,8bf2b921-0ee0-493d-8012-8a4459bfda3e,1467151097.0,50b89ee3-f4cb-46d9-8d5c-319f6a032406,6,13,13,15
454,81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,1467151245.0,586b3947-c63c-4054-a437-d3f8a6836bcf,6,8,13,11
810,38.254.207.22,b2fa475f-bad9-414a-a705-a07d2a58aeb8,1467151246.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,14,11,14
744,86.193.95.83,0618917f-5112-415d-91d2-f206eae8bd38,1467151266.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,3,8,11,13
742,107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,1467151298.0,98279a79-c822-45b4-8429-45ce97a336e5,6,8,17,6
369,141.15.200.222,cb137077-4b45-416d-a37b-b1ec08600665,1467151335.0,caaca31e-bee2-4ed3-8e72-5dab24079744,8,9,5,17
767,188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,1467151513.0,db7b9cde-0a4b-459a-a301-88a447410499,7,8,10,11
704,192.41.186.24,3c2905c7-1561-4683-a885-34fe7f6a2e32,1467151527.0,db7b9cde-0a4b-459a-a301-88a447410499,5,14,15,10
596,121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,1467151610.0,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,10,17,14
228,239.221.45.234,27fee954-1369-4765-be8e-0886cedf6a18,1467151661.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,8,17,8,10
64,120.59.207.115,9ddfe5b1-670f-4fab-a839-b33e6c7bae4b,1467151788.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,3,10,9,15
684,197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,1467151961.0,3cc76b74-7d16-4651-9699-34332a56f6e7,2,4,12,18
455,106.122.7.55,8f2a0995-20d7-42ee-96ca-174140b63b27,1467151978.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,2,16,14,13
752,2.63.218.165,e5ffcd07-35de-4825-a4e3-534527e39dc6,1467152301.0,d224de85-cd41-4f03-bff6-de9815877975,5,10,16,3
558,226.221.86.16,c86b45cc-eaeb-423f-9bc9-aa7d3beaf48c,1467152530.0,60b84364-645b-444c-90ed-879d893f7920,5,10,11,17
349,108.224.4.236,b180b463-9548-4603-a226-b333328ece30,1467152531.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,3,13,8,15
145,176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,1467152549.0,a6c5d611-45be-43bf-a027-c1e98a89c8f6,3,10,16,15
701,12.74.212.73,2fbba381-9354-41ee-997f-b03aed004c27,1467152582.0,8232ac92-6020-4101-88c0-74d51ea1542b,7,5,12,16
608,93.12.96.248,63692772-093d-43a4-a8d2-ca1f75394702,1467152640.0,8de44210-f265-4f16-a94b-8b0eadc0de23,8,3,14,7
609,60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,1467152654.0,8de44210-f265-4f16-a94b-8b0eadc0de23,3,9,10,17
397,185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,1467152744.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,2,13,15,5
775,237.62.58.106,2efcbf4a-b254-4887-876a-8b5d5901ea18,1467152916.0,fa005302-61ce-44ca-88a5-015fd4392f37,6,13,13,14
230,30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,1467153254.0,ef48c441-4a26-4f90-97cf-cc3d0665b814,6,5,9,5
655,191.35.181.185,107866ff-4915-483f-84bc-da259966a282,1467153311.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,6,12,17
528,197.67.162.91,e3b6e54c-5092-4a88-8400-02c2ce5af565,1467153328.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,2,13,8,15
327,138.244.231.43,9cc06af5-a6db-41ba-85a4-3fa82af24813,1467153404.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,6,3,14,3
186,42.189.111.126,7fb79e2d-e87e-4848-bedf-226cc86d8929,1467153436.0,d15e4790-67f7-4488-a28d-32ced8673c58,4,14,6,17
513,204.169.169.140,3b3044e0-f4d8-412a-987b-3ba55e389c19,1467153479.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,4,6,11,13
358,23.93.24.205,52cd8288-bb32-4acf-9b22-f86b8c4a36c3,1467153480.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,4,14,15,6
208,214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,1467153566.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,1,7,12,4
205,124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,1467154268.0,d15e4790-67f7-4488-a28d-32ced8673c58,2,2,14,8
393,43.242.245.235,74d863f8-2d10-48e6-8e58-8be9e8ada003,1467154279.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,7,9,2,16
703,44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,1467154316.0,c5a5edbb-338d-449a-99cb-1baeba48abb2,3,19,10,9
331,229.12.241.187,28a801e9-84bf-4000-aadb-7e42afb665de,1467154361.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,4,8,11,13
194,63.166.194.231,75db17ab-aea0-4e56-a9b8-45d5ed29e8ef,1467154548.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,5,6,14,11
540,184.149.149.146,0f1f1656-644e-4183-9808-a188e4aa5522,1467154606.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,7,11,15,10
797,89.213.140.79,3039974d-855d-4bdc-9537-7b4f2730f97f,1467154745.0,35501e3f-e06c-4cb5-9062-e8611a591cab,5,7,11,4
399,88.133.216.130,e82f7767-ff00-41bb-abef-70e12318e510,1467154931.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,5,15,14,11
364,230.238.223.240,5f63507b-3c0a-43ee-9857-92a95c21fac6,1467155085.0,1664d39d-45f1-4939-87e2-b7221e30d157,3,16,9,3
384,95.239.24.252,b32b0764-0c11-4878-acc4-1f013d8a6774,1467155173.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,3,9,11,10
160,122.229.58.131,088f93cb-f0a8-41ea-acf8-7a29f029ed78,1467155192.0,d15e4790-67f7-4488-a28d-32ced8673c58,4,14,13,17
380,89.40.139.228,2f0c3b72-fc47-4482-9310-06b598982f01,1467155201.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,8,5,15,10
198,42.189.111.126,7fb79e2d-e87e-4848-bedf-226cc86d8929,1467155286.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,7,7,14,10
216,126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,1467155325.0,0d5157f7-8012-4455-b66f-4f81d14092b3,1,5,17,8
34,83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,1467155436.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,4,11,4,11
99,133.162.159.139,8796189b-bda4-4096-8ef6-0eb461443b40,1467155527.0,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,1,17,17,5
382,106.122.7.55,8f2a0995-20d7-42ee-96ca-174140b63b27,1467155573.0,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,5,11,10,10
465,44.122.139.20,279e0c25-3f89-4c74-8d36-dfcb99c64a0f,1467155587.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,3,10,11,16
332,230.238.223.240,5f63507b-3c0a-43ee-9857-92a95c21fac6,1467155591.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,4,5,18,16
234,60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,1467155645.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,8,2,12,6
17,211.76.96.253,7fb8a872-6b46-4704-b7d4-183fe8f886a6,1467155651.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,4,6,1,13
614,30.158.17.185,43dbdc48-1ad3-4381-8de3-8980ea5b862b,1467155740.0,185ec7fa-2efc-424e-835f-de882857f55e,8,15,11,14
435,184.149.149.146,0f1f1656-644e-4183-9808-a188e4aa5522,1467155911.0,601152f5-477a-4ff3-afdb-8bf315341254,2,4,9,13
855,156.80.210.99,9dc02e96-af25-4344-ac83-58a048464b6c,1467155939.0,2536e29e-3570-4d53-be7c-b9d059c632a7,3,14,17,11
11,176.146.5.46,96cfcc3b-69a5-4bed-93ec-a0fb0ac9253d,1467155957.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,6,4,16,10
497,180.220.0.235,7ea02222-31bb-46f2-a27b-0270113c8352,1467156058.0,60b84364-645b-444c-90ed-879d893f7920,7,11,11,6
525,38.29.201.73,99a4fea8-b7f4-4311-aabb-d75839ffeb9b,1467156097.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,5,9,5,5
860,60.130.118.153,8bf2b921-0ee0-493d-8012-8a4459bfda3e,1467156106.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,2,12,9,12
755,73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,1467156123.0,d224de85-cd41-4f03-bff6-de9815877975,5,14,3,9
210,190.74.172.92,fa8d6757-a3cc-4324-a9fe-bbad950b07b5,1467156449.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,4,9,11,10
878,48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,1467156475.0,d224de85-cd41-4f03-bff6-de9815877975,6,14,13,10
170,188.125.249.117,ff202748-ccdd-4201-9e08-e1f50d46b49d,1467156585.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,8,11,6,14
788,79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,1467156675.0,52073b51-cd51-4438-bd54-3bce3a7c239f,5,8,3,13
603,79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,1467156955.0,c5a5edbb-338d-449a-99cb-1baeba48abb2,6,13,9,11
50,44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,1467156955.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,4,18,14,6
678,126.61.44.116,e1fd3f79-1500-4466-a687-721d97b92d2b,1467157078.0,0342f6df-6e8c-48c3-8390-667eb678638b,4,11,4,8
126,9.244.28.14,bba0e728-dc28-41e9-a4e2-48b949df00c1,1467157160.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,10,13,19
121,131.229.118.51,df052b94-92d7-45bb-bb70-e4bab0ffef11,1467157194.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,5,14,18,13
178,55.6.50.34,e1dfccd8-5ed7-4aa4-b1d9-64693a8a588d,1467157212.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,2,11,13,18
491,152.187.124.84,96623c46-8c2d-4787-928f-10012ce4ef44,1467157225.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,4,17,5,1
169,54.22.62.114,e3311e6a-462f-4d3f-a0d8-fc8600ce35fc,1467157242.0,d70c87de-7837-450c-9965-17c9f366d183,2,8,12,6
211,182.96.68.127,603bcef9-6154-402b-ad10-39302b34bfe1,1467157406.0,ef48c441-4a26-4f90-97cf-cc3d0665b814,4,4,8,12
144,50.57.63.79,f1422974-aa83-4dc9-b3b4-75ce67bae8a0,1467157686.0,a6c5d611-45be-43bf-a027-c1e98a89c8f6,7,11,15,14
55,64.138.96.181,24952ed7-0fde-409c-8f37-be00b536ee97,1467157706.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,5,3,5,16
578,81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,1467157772.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,4,8,14,13
692,197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,1467157804.0,52073b51-cd51-4438-bd54-3bce3a7c239f,4,9,15,8
25,54.22.62.114,e3311e6a-462f-4d3f-a0d8-fc8600ce35fc,1467157824.0,0d5157f7-8012-4455-b66f-4f81d14092b3,5,14,14,17
856,0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,1467158155.0,d224de85-cd41-4f03-bff6-de9815877975,7,17,3,15
735,107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,1467158318.0,3cc76b74-7d16-4651-9699-34332a56f6e7,4,9,9,7
574,177.207.105.164,50a81755-dd6c-44b4-92f4-c4d0f76980cb,1467158411.0,caaca31e-bee2-4ed3-8e72-5dab24079744,8,13,18,8
93,83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,1467158439.0,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,3,13,2,15
451,231.102.234.148,1109e335-39d4-4497-8854-bf3937c5a547,1467158498.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,7,7,15,8
302,103.58.130.100,c44b7c04-39a7-47a3-ad41-76771a669989,1467158599.0,4a949998-0e79-4ec1-9894-11360712fc45,5,10,15,5
830,103.100.11.222,51643750-454e-4704-9ed8-5df37a7e9a03,1467158675.0,185ec7fa-2efc-424e-835f-de882857f55e,5,16,16,16
273,83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,1467158744.0,a944a262-6fdb-4f7f-a510-d123ed9618e6,8,7,13,9
8,192.226.195.176,245b4dfd-9a3b-4656-8ebd-d893a974ad9c,1467158754.0,ef48c441-4a26-4f90-97cf-cc3d0665b814,4,6,14,14
9,42.215.105.48,0dbb1321-4454-41f5-9b19-aee0cc8e8de5,1467158756.0,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,7,4,17,3
487,63.153.117.246,b6dffb35-7467-40df-8212-61a36b4376ea,1467158799.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,5,14,14,5
682,180.226.111.28,7ee9b8a3-4e4a-40ee-8339-38e3624fc7bd,1467158879.0,d224de85-cd41-4f03-bff6-de9815877975,4,17,14,12
702,10.65.7.118,1d68b9c2-e8c5-4ed3-afae-50650bc4887e,1467158884.0,8151ff61-4777-4187-b719-e750b91281c8,3,14,19,13
77,77.172.69.189,66592c05-2365-4724-b823-e84c3cff3213,1467159019.0,a944a262-6fdb-4f7f-a510-d123ed9618e6,4,12,6,12
598,60.130.118.153,8bf2b921-0ee0-493d-8012-8a4459bfda3e,1467159111.0,8151ff61-4777-4187-b719-e750b91281c8,9,18,16,11
548,95.239.24.252,b32b0764-0c11-4878-acc4-1f013d8a6774,1467159149.0,60b84364-645b-444c-90ed-879d893f7920,6,13,10,6
494,223.133.76.30,ed00630a-f2c1-4be1-886a-365423abceac,1467159150.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,3,9,19,12
723,103.100.11.222,51643750-454e-4704-9ed8-5df37a7e9a03,1467159154.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,11,14,14
543,24.128.90.89,512d6db1-31e0-44ac-9a4d-c06429915320,1467159219.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,2,15,11,10
114,116.46.63.168,b3be74e0-0590-4928-83d5-295428a48598,1467159252.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,2,17,10,8
568,184.149.149.146,0f1f1656-644e-4183-9808-a188e4aa5522,1467159255.0,60b84364-645b-444c-90ed-879d893f7920,5,2,6,16
227,152.39.204.127,6e8bcccd-22e6-4b36-8363-919b6e0b763d,1467159358.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,6,12,7,13
424,231.102.234.148,1109e335-39d4-4497-8854-bf3937c5a547,1467159413.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,4,18,12,8
244,110.212.246.146,6777ca16-4c2d-4346-ab55-67662619b845,1467159470.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,12,14,9
428,206.41.141.227,4b8091f9-747c-4964-a53e-a47a021a04eb,1467159710.0,4a949998-0e79-4ec1-9894-11360712fc45,3,16,16,11
511,19.151.6.43,597ff90e-b63f-4db4-b1b5-46544a855fa6,1467159724.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,5,13,15,16
252,83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,1467159744.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,2,8,11,10
512,2.123.184.83,c7bf8c3d-79d7-4c2d-9935-e59374dbac74,1467159946.0,1664d39d-45f1-4939-87e2-b7221e30d157,1,12,12,12
285,7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,1467160323.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,7,7,18,4
166,21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,1467160344.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,5,5,12,13
478,90.161.125.211,aff6ed59-3d7a-4c52-981b-086f2e19aba7,1467160438.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,5,12,13,8
303,95.88.54.206,43c1358a-10cd-4361-9bd7-9328dfeb92fc,1467160477.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,0,13,6,13
85,192.226.195.176,245b4dfd-9a3b-4656-8ebd-d893a974ad9c,1467160499.0,a5adb83b-0380-4618-aef6-7179e39eff26,5,12,14,8
851,66.66.0.223,3ef951dd-3101-491b-82d2-9524f014d933,1467160558.0,35501e3f-e06c-4cb5-9062-e8611a591cab,2,4,15,16
721,197.78.7.47,37e52b95-3454-4ba7-bca8-4532b15d22ab,1467160632.0,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,5,9,6,4
500,88.133.216.130,e82f7767-ff00-41bb-abef-70e12318e510,1467160819.0,586b3947-c63c-4054-a437-d3f8a6836bcf,2,13,11,19
38,228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,1467160866.0,d70c87de-7837-450c-9965-17c9f366d183,9,11,12,15
664,10.65.7.118,1d68b9c2-e8c5-4ed3-afae-50650bc4887e,1467160917.0,8de44210-f265-4f16-a94b-8b0eadc0de23,6,19,16,11
314,63.153.117.246,b6dffb35-7467-40df-8212-61a36b4376ea,1467160954.0,601152f5-477a-4ff3-afdb-8bf315341254,3,8,15,12
171,184.153.63.86,08ebccaf-b52b-488c-a331-17a05f404337,1467161188.0,a6c5d611-45be-43bf-a027-c1e98a89c8f6,7,6,1,9
418,40.184.14.168,21c52f96-fdf5-41e5-b329-d23704a040ae,1467161317.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,9,11,11,14
20,120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,1467161367.0,a5adb83b-0380-4618-aef6-7179e39eff26,6,11,14,8
317,136.98.140.70,3041de52-b442-40f0-8cf4-b01fdbc03ed9,1467161483.0,caaca31e-bee2-4ed3-8e72-5dab24079744,3,13,14,14
666,30.158.17.185,43dbdc48-1ad3-4381-8de3-8980ea5b862b,1467161668.0,fa005302-61ce-44ca-88a5-015fd4392f37,3,11,16,15
595,138.245.228.58,607c9370-5251-4f08-9468-709de19594b1,1467161693.0,185ec7fa-2efc-424e-835f-de882857f55e,5,13,13,5
514,23.93.24.205,52cd8288-bb32-4acf-9b22-f86b8c4a36c3,1467161746.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,4,12,16,14
261,21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,1467161783.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,8,17,16,15
423,93.112.39.128,04402d03-0952-4d42-8c1f-f2d0b1a9f375,1467161826.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,3,4,11,9
188,30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,1467161849.0,d15e4790-67f7-4488-a28d-32ced8673c58,0,15,14,13
677,254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,1467161935.0,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,1,17,15,12
269,228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,1467161961.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,15,12,13
440,19.151.6.43,597ff90e-b63f-4db4-b1b5-46544a855fa6,1467162064.0,601152f5-477a-4ff3-afdb-8bf315341254,4,13,11,12
389,82.216.136.129,e2a058c2-2a39-46fc-b18f-4b852cce97a9,1467162134.0,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,4,0,13,7
419,30.23.170.207,b7b3cc60-eeb6-4020-9597-88cb9000391d,1467162172.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,4,15,13,9
329,233.190.111.21,0d9f8e59-0f8d-4771-8208-f185b6b879dd,1467162260.0,586b3947-c63c-4054-a437-d3f8a6836bcf,7,10,9,2
445,207.77.90.74,b84befd4-1024-4c4e-8fcd-55d29fc49373,1467162300.0,4a949998-0e79-4ec1-9894-11360712fc45,5,18,15,13
197,139.208.124.41,2c83efdc-c899-4d4f-b715-da19ac180680,1467162445.0,d15e4790-67f7-4488-a28d-32ced8673c58,4,11,13,7
552,130.50.197.69,66cb7ef4-523e-4ee2-9ff4-57f28cd1a2bb,1467162447.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,3,9,12,14
562,39.49.44.234,f917c098-6c46-4d68-bcac-840009db8f9d,1467162632.0,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,7,19,13,12
816,165.158.180.207,041dde05-3142-4131-afbd-fd29fd3e27c5,1467162689.0,fa005302-61ce-44ca-88a5-015fd4392f37,1,14,3,18
738,167.96.196.72,6295a04a-196d-49a9-b879-e59e0ae54f11,1467162859.0,50b89ee3-f4cb-46d9-8d5c-319f6a032406,3,12,13,7
81,21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,1467162947.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,3,4,7,15
214,64.138.96.181,24952ed7-0fde-409c-8f37-be00b536ee97,1467162982.0,d70c87de-7837-450c-9965-17c9f366d183,3,9,15,9
822,254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,1467163061.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,14,13,10
256,109.69.193.94,1d59de82-a700-41de-8922-f39b8206c231,1467163307.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,4,13,11,4
709,224.132.246.252,5b552447-ee78-4c84-97d6-6078a9351b8b,1467163309.0,0342f6df-6e8c-48c3-8390-667eb678638b,5,16,5,13
645,168.150.100.132,3a33932e-9887-4b81-9490-aca35a8b58c2,1467163374.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,3,15,15,11
438,89.40.139.228,2f0c3b72-fc47-4482-9310-06b598982f01,1467163550.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,4,16,8,5
425,160.71.252.91,85c0881e-bbc5-4b8e-9f44-3811c5b5d925,1467163644.0,caaca31e-bee2-4ed3-8e72-5dab24079744,3,10,12,18
109,131.229.118.51,df052b94-92d7-45bb-bb70-e4bab0ffef11,1467164069.0,ef48c441-4a26-4f90-97cf-cc3d0665b814,7,13,10,13
621,117.110.166.17,4301a51b-fd22-44bb-b64c-3dca8fbacdf6,1467164143.0,8de44210-f265-4f16-a94b-8b0eadc0de23,6,15,14,17
836,48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,1467164150.0,8232ac92-6020-4101-88c0-74d51ea1542b,3,16,6,12
865,86.180.189.129,710ea431-4d00-4816-990c-47f0de23e4c5,1467164171.0,3cc76b74-7d16-4651-9699-34332a56f6e7,7,8,11,10
821,44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,1467164294.0,8151ff61-4777-4187-b719-e750b91281c8,4,12,12,15
671,44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,1467164315.0,2536e29e-3570-4d53-be7c-b9d059c632a7,8,16,14,10
231,228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,1467164382.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,6,5,13,14
604,63.238.170.201,0c592e15-c7c6-441b-9ee4-71a46608d5cb,1467164435.0,98279a79-c822-45b4-8429-45ce97a336e5,2,16,11,7
139,21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,1467164538.0,19f26076-5d21-4200-b26c-0f32cd87ebde,4,11,8,0
660,86.180.189.129,710ea431-4d00-4816-990c-47f0de23e4c5,1467164761.0,8151ff61-4777-4187-b719-e750b91281c8,1,6,7,11
792,73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,1467164967.0,52073b51-cd51-4438-bd54-3bce3a7c239f,7,7,18,9
867,42.231.39.19,13c04d34-1386-4b4b-bf2b-dd224fe7c263,1467164969.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,1,14,13,5
866,63.238.170.201,0c592e15-c7c6-441b-9ee4-71a46608d5cb,1467165004.0,db7b9cde-0a4b-459a-a301-88a447410499,6,6,13,13
653,240.239.146.238,542ad590-4084-4689-8124-503b9aa79f8e,1467165023.0,98279a79-c822-45b4-8429-45ce97a336e5,4,10,12,13
226,228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,1467165250.0,a5adb83b-0380-4618-aef6-7179e39eff26,7,12,13,17
606,63.112.127.116,1eafc017-80fb-4121-910b-de0f6df88819,1467165285.0,fa005302-61ce-44ca-88a5-015fd4392f37,7,19,6,7
760,75.126.50.161,0e6e02b4-cf55-4332-92cf-d68a2020c1c3,1467165341.0,98279a79-c822-45b4-8429-45ce97a336e5,8,10,9,10
229,9.201.96.188,820f8e8e-4710-4560-af46-81133624eea1,1467165453.0,a6c5d611-45be-43bf-a027-c1e98a89c8f6,7,18,13,10
633,166.224.30.98,c6379614-8ad6-4318-b21f-8f977ce874ec,1467165503.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,6,12,16,13
368,249.109.127.83,76d37b10-fd7e-4ba2-96d4-7e3c59a31781,1467165587.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,5,13,7,5
51,124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,1467165600.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,10,13,12
233,60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,1467165883.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,6,16,12,17
71,152.39.204.127,6e8bcccd-22e6-4b36-8363-919b6e0b763d,1467165883.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,6,7,5,13
727,166.224.30.98,c6379614-8ad6-4318-b21f-8f977ce874ec,1467166140.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,4,3,1,13
641,30.158.17.185,43dbdc48-1ad3-4381-8de3-8980ea5b862b,1467166147.0,185ec7fa-2efc-424e-835f-de882857f55e,6,8,7,11
667,246.120.142.242,fa441031-7542-4258-82c0-823a08efab5c,1467166207.0,fa005302-61ce-44ca-88a5-015fd4392f37,2,10,3,7
714,197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,1467166301.0,8151ff61-4777-4187-b719-e750b91281c8,8,14,14,14
218,126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,1467166349.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,6,12,2,7
149,188.125.249.117,ff202748-ccdd-4201-9e08-e1f50d46b49d,1467166488.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,2,14,8,11
31,30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,1467166593.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,8,7,13,3
